UNOFFICIAL ELECTION RESULTS
NEZ PERCE
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"LEWISTON 22","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","277","43.85%"
"LEWISTON 22","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","133","43.85%"
"LEWISTON 22","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","102","43.85%"
"LEWISTON 22","Proposition 1","NO, make no change to the current primary and general election voting system.","311","43.85%"
"LEWISTON 3","United States President","Joel Skousen","1","34.61%"
"LEWISTON 3","United States President","Kamala D. Harris","131","34.61%"
"LEWISTON 3","United States President","Chase Oliver","2","34.61%"
"LEWISTON 3","United States President","Donald J. Trump","161","34.61%"
"LEWISTON 3","United States President","Shiva Ayyadurai","0","34.61%"
"LEWISTON 3","United States President","Claudia De la Cruz","0","34.61%"
"LEWISTON 3","United States President","Robert F Kennedy Jr.","6","34.61%"
"LEWISTON 3","United States President","Jill Stein","1","34.61%"
"LEWISTON 3","United States President","Randall Terry","0","34.61%"
"LEWISTON 3","United States Representative District 1","Brendan J. Gomez","1","34.61%"
"LEWISTON 3","United States Representative District 1","Kaylee Peterson","124","34.61%"
"LEWISTON 3","United States Representative District 1","Matt Loesby","11","34.61%"
"LEWISTON 3","United States Representative District 1","Russ Fulcher","160","34.61%"
"LEWISTON 3","State Senator District 7","Bill Farmer","128","34.61%"
"LEWISTON 3","State Senator District 7","Cindy Carlson","166","34.61%"
"LEWISTON 3","State Representative District 7 Seat A","Vickie Nostrant","131","34.61%"
"LEWISTON 3","State Representative District 7 Seat A","Kyle N. Harris","158","34.61%"
"LEWISTON 3","State Representative District 7 Seat B","Dustin Hardisty","122","34.61%"
"LEWISTON 3","State Representative District 7 Seat B","Charlie Shepherd","165","34.61%"
"LEWISTON 3","County Commissioner District 1","Hannah Liedkie","245","34.61%"
"LEWISTON 3","County Commissioner District 3","Pete Gertonson","128","34.61%"
"LEWISTON 3","County Commissioner District 3","Joe Gish","165","34.61%"
"LEWISTON 3","County Sheriff","Bryce Scrimsher","252","34.61%"
"LEWISTON 3","County Prosecuting Attorney","Justin J. Coleman","247","34.61%"
"LEWISTON 3","Retain Magistrate Judge Victoria Olds","YES","221","34.61%"
"LEWISTON 3","Retain Magistrate Judge Victoria Olds","NO","41","34.61%"
"LEWISTON 3","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","165","34.61%"
"LEWISTON 3","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","133","34.61%"
"LEWISTON 3","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","129","34.61%"
"LEWISTON 3","Proposition 1","NO, make no change to the current primary and general election voting system.","170","34.61%"
"LEWISTON 4","United States President","Joel Skousen","0","0.00%"
"LEWISTON 4","United States President","Kamala D. Harris","0","0.00%"
"LEWISTON 4","United States President","Chase Oliver","0","0.00%"
"LEWISTON 4","United States President","Donald J. Trump","0","0.00%"
"LEWISTON 4","United States President","Shiva Ayyadurai","0","0.00%"
"LEWISTON 4","United States President","Claudia De la Cruz","0","0.00%"
"LEWISTON 4","United States President","Robert F Kennedy Jr.","0","0.00%"
"LEWISTON 4","United States President","Jill Stein","0","0.00%"
"LEWISTON 4","United States President","Randall Terry","0","0.00%"
"LEWISTON 4","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"LEWISTON 4","United States Representative District 1","Kaylee Peterson","0","0.00%"
"LEWISTON 4","United States Representative District 1","Matt Loesby","0","0.00%"
"LEWISTON 4","United States Representative District 1","Russ Fulcher","0","0.00%"
"LEWISTON 4","State Senator District 7","Bill Farmer","0","0.00%"
"LEWISTON 4","State Senator District 7","Cindy Carlson","0","0.00%"
"LEWISTON 4","State Representative District 7 Seat A","Vickie Nostrant","0","0.00%"
"LEWISTON 4","State Representative District 7 Seat A","Kyle N. Harris","0","0.00%"
"LEWISTON 4","State Representative District 7 Seat B","Dustin Hardisty","0","0.00%"
"LEWISTON 4","State Representative District 7 Seat B","Charlie Shepherd","0","0.00%"
"LEWISTON 4","County Commissioner District 1","Hannah Liedkie","0","0.00%"
"LEWISTON 4","County Commissioner District 3","Pete Gertonson","0","0.00%"
"LEWISTON 4","County Commissioner District 3","Joe Gish","0","0.00%"
"LEWISTON 4","County Sheriff","Bryce Scrimsher","0","0.00%"
"LEWISTON 4","County Prosecuting Attorney","Justin J. Coleman","0","0.00%"
"LEWISTON 4","Retain Magistrate Judge Victoria Olds","YES","0","0.00%"
"LEWISTON 4","Retain Magistrate Judge Victoria Olds","NO","0","0.00%"
"LEWISTON 4","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","0","0.00%"
"LEWISTON 4","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","0","0.00%"
"LEWISTON 4","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"LEWISTON 4","Proposition 1","NO, make no change to the current primary and general election voting system.","0","0.00%"
"LEWISTON 5","United States President","Joel Skousen","0","0.00%"
"LEWISTON 5","United States President","Kamala D. Harris","0","0.00%"
"LEWISTON 5","United States President","Chase Oliver","0","0.00%"
"LEWISTON 5","United States President","Donald J. Trump","0","0.00%"
"LEWISTON 5","United States President","Shiva Ayyadurai","0","0.00%"
"LEWISTON 5","United States President","Claudia De la Cruz","0","0.00%"
"LEWISTON 5","United States President","Robert F Kennedy Jr.","0","0.00%"
"LEWISTON 5","United States President","Jill Stein","0","0.00%"
"LEWISTON 5","United States President","Randall Terry","0","0.00%"
"LEWISTON 5","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"LEWISTON 5","United States Representative District 1","Kaylee Peterson","0","0.00%"
"LEWISTON 5","United States Representative District 1","Matt Loesby","0","0.00%"
"LEWISTON 5","United States Representative District 1","Russ Fulcher","0","0.00%"
"LEWISTON 5","State Senator District 7","Bill Farmer","0","0.00%"
"LEWISTON 5","State Senator District 7","Cindy Carlson","0","0.00%"
"LEWISTON 5","State Representative District 7 Seat A","Vickie Nostrant","0","0.00%"
"LEWISTON 5","State Representative District 7 Seat A","Kyle N. Harris","0","0.00%"
"LEWISTON 5","State Representative District 7 Seat B","Dustin Hardisty","0","0.00%"
"LEWISTON 5","State Representative District 7 Seat B","Charlie Shepherd","0","0.00%"
"LEWISTON 5","County Commissioner District 1","Hannah Liedkie","0","0.00%"
"LEWISTON 5","County Commissioner District 3","Pete Gertonson","0","0.00%"
"LEWISTON 5","County Commissioner District 3","Joe Gish","0","0.00%"
"LEWISTON 5","County Sheriff","Bryce Scrimsher","0","0.00%"
"LEWISTON 5","County Prosecuting Attorney","Justin J. Coleman","0","0.00%"
"LEWISTON 5","Retain Magistrate Judge Victoria Olds","YES","0","0.00%"
"LEWISTON 5","Retain Magistrate Judge Victoria Olds","NO","0","0.00%"
"LEWISTON 5","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","0","0.00%"
"LEWISTON 5","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","0","0.00%"
"LEWISTON 5","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"LEWISTON 5","Proposition 1","NO, make no change to the current primary and general election voting system.","0","0.00%"
"LEWISTON 6","United States President","Joel Skousen","0","33.30%"
"LEWISTON 6","United States President","Kamala D. Harris","94","33.30%"
"LEWISTON 6","United States President","Chase Oliver","1","33.30%"
"LEWISTON 6","United States President","Donald J. Trump","220","33.30%"
"LEWISTON 6","United States President","Shiva Ayyadurai","1","33.30%"
"LEWISTON 6","United States President","Claudia De la Cruz","1","33.30%"
"LEWISTON 6","United States President","Robert F Kennedy Jr.","12","33.30%"
"LEWISTON 6","United States President","Jill Stein","0","33.30%"
"LEWISTON 6","United States President","Randall Terry","0","33.30%"
"LEWISTON 6","United States Representative District 1","Brendan J. Gomez","5","33.30%"
"LEWISTON 6","United States Representative District 1","Kaylee Peterson","98","33.30%"
"LEWISTON 6","United States Representative District 1","Matt Loesby","11","33.30%"
"LEWISTON 6","United States Representative District 1","Russ Fulcher","210","33.30%"
"LEWISTON 6","State Senator District 7","Bill Farmer","103","33.30%"
"LEWISTON 6","State Senator District 7","Cindy Carlson","219","33.30%"
"LEWISTON 6","State Representative District 7 Seat A","Vickie Nostrant","104","33.30%"
"LEWISTON 6","State Representative District 7 Seat A","Kyle N. Harris","217","33.30%"
"LEWISTON 6","State Representative District 7 Seat B","Dustin Hardisty","104","33.30%"
"LEWISTON 6","State Representative District 7 Seat B","Charlie Shepherd","218","33.30%"
"LEWISTON 6","County Commissioner District 1","Hannah Liedkie","280","33.30%"
"LEWISTON 6","County Commissioner District 3","Pete Gertonson","111","33.30%"
"LEWISTON 6","County Commissioner District 3","Joe Gish","214","33.30%"
"LEWISTON 6","County Sheriff","Bryce Scrimsher","298","33.30%"
"LEWISTON 6","County Prosecuting Attorney","Justin J. Coleman","274","33.30%"
"LEWISTON 6","Retain Magistrate Judge Victoria Olds","YES","249","33.30%"
"LEWISTON 6","Retain Magistrate Judge Victoria Olds","NO","41","33.30%"
"LEWISTON 6","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","212","33.30%"
"LEWISTON 6","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","111","33.30%"
"LEWISTON 6","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","94","33.30%"
"LEWISTON 6","Proposition 1","NO, make no change to the current primary and general election voting system.","229","33.30%"
"LEWISTON 7","United States President","Joel Skousen","0","0.00%"
"LEWISTON 7","United States President","Kamala D. Harris","0","0.00%"
"LEWISTON 7","United States President","Chase Oliver","0","0.00%"
"LEWISTON 7","United States President","Donald J. Trump","0","0.00%"
"LEWISTON 7","United States President","Shiva Ayyadurai","0","0.00%"
"LEWISTON 7","United States President","Claudia De la Cruz","0","0.00%"
"LEWISTON 7","United States President","Robert F Kennedy Jr.","0","0.00%"
"LEWISTON 7","United States President","Jill Stein","0","0.00%"
"LEWISTON 7","United States President","Randall Terry","0","0.00%"
"LEWISTON 7","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"LEWISTON 7","United States Representative District 1","Kaylee Peterson","0","0.00%"
"LEWISTON 7","United States Representative District 1","Matt Loesby","0","0.00%"
"LEWISTON 7","United States Representative District 1","Russ Fulcher","0","0.00%"
"LEWISTON 7","State Senator District 7","Bill Farmer","0","0.00%"
"LEWISTON 7","State Senator District 7","Cindy Carlson","0","0.00%"
"LEWISTON 7","State Representative District 7 Seat A","Vickie Nostrant","0","0.00%"
"LEWISTON 7","State Representative District 7 Seat A","Kyle N. Harris","0","0.00%"
"LEWISTON 7","State Representative District 7 Seat B","Dustin Hardisty","0","0.00%"
"LEWISTON 7","State Representative District 7 Seat B","Charlie Shepherd","0","0.00%"
"LEWISTON 7","County Commissioner District 1","Hannah Liedkie","0","0.00%"
"LEWISTON 7","County Commissioner District 3","Pete Gertonson","0","0.00%"
"LEWISTON 7","County Commissioner District 3","Joe Gish","0","0.00%"
"LEWISTON 7","County Sheriff","Bryce Scrimsher","0","0.00%"
"LEWISTON 7","County Prosecuting Attorney","Justin J. Coleman","0","0.00%"
"LEWISTON 7","Retain Magistrate Judge Victoria Olds","YES","0","0.00%"
"LEWISTON 7","Retain Magistrate Judge Victoria Olds","NO","0","0.00%"
"LEWISTON 7","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","0","0.00%"
"LEWISTON 7","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","0","0.00%"
"LEWISTON 7","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"LEWISTON 7","Proposition 1","NO, make no change to the current primary and general election voting system.","0","0.00%"
"LEWISTON 8","United States President","Joel Skousen","1","37.45%"
"LEWISTON 8","United States President","Kamala D. Harris","129","37.45%"
"LEWISTON 8","United States President","Chase Oliver","6","37.45%"
"LEWISTON 8","United States President","Donald J. Trump","284","37.45%"
"LEWISTON 8","United States President","Shiva Ayyadurai","0","37.45%"
"LEWISTON 8","United States President","Claudia De la Cruz","0","37.45%"
"LEWISTON 8","United States President","Robert F Kennedy Jr.","3","37.45%"
"LEWISTON 8","United States President","Jill Stein","0","37.45%"
"LEWISTON 8","United States President","Randall Terry","1","37.45%"
"LEWISTON 8","United States Representative District 1","Brendan J. Gomez","4","37.45%"
"LEWISTON 8","United States Representative District 1","Kaylee Peterson","126","37.45%"
"LEWISTON 8","United States Representative District 1","Matt Loesby","9","37.45%"
"LEWISTON 8","United States Representative District 1","Russ Fulcher","276","37.45%"
"LEWISTON 8","State Senator District 7","Bill Farmer","121","37.45%"
"LEWISTON 8","State Senator District 7","Cindy Carlson","289","37.45%"
"LEWISTON 8","State Representative District 7 Seat A","Vickie Nostrant","138","37.45%"
"LEWISTON 8","State Representative District 7 Seat A","Kyle N. Harris","277","37.45%"
"LEWISTON 8","State Representative District 7 Seat B","Dustin Hardisty","117","37.45%"
"LEWISTON 8","State Representative District 7 Seat B","Charlie Shepherd","294","37.45%"
"LEWISTON 8","County Commissioner District 1","Hannah Liedkie","355","37.45%"
"LEWISTON 8","County Commissioner District 3","Pete Gertonson","129","37.45%"
"LEWISTON 8","County Commissioner District 3","Joe Gish","285","37.45%"
"LEWISTON 8","County Sheriff","Bryce Scrimsher","376","37.45%"
"LEWISTON 8","County Prosecuting Attorney","Justin J. Coleman","335","37.45%"
"LEWISTON 8","Retain Magistrate Judge Victoria Olds","YES","323","37.45%"
"LEWISTON 8","Retain Magistrate Judge Victoria Olds","NO","35","37.45%"
"LEWISTON 8","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","269","37.45%"
"LEWISTON 8","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","145","37.45%"
"LEWISTON 8","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","129","37.45%"
"LEWISTON 8","Proposition 1","NO, make no change to the current primary and general election voting system.","290","37.45%"
"LEWISTON 9","United States President","Joel Skousen","1","29.76%"
"LEWISTON 9","United States President","Kamala D. Harris","94","29.76%"
"LEWISTON 9","United States President","Chase Oliver","4","29.76%"
"LEWISTON 9","United States President","Donald J. Trump","251","29.76%"
"LEWISTON 9","United States President","Shiva Ayyadurai","0","29.76%"
"LEWISTON 9","United States President","Claudia De la Cruz","0","29.76%"
"LEWISTON 9","United States President","Robert F Kennedy Jr.","4","29.76%"
"LEWISTON 9","United States President","Jill Stein","1","29.76%"
"LEWISTON 9","United States President","Randall Terry","0","29.76%"
"LEWISTON 9","United States Representative District 1","Brendan J. Gomez","7","29.76%"
"LEWISTON 9","United States Representative District 1","Kaylee Peterson","99","29.76%"
"LEWISTON 9","United States Representative District 1","Matt Loesby","7","29.76%"
"LEWISTON 9","United States Representative District 1","Russ Fulcher","243","29.76%"
"LEWISTON 9","State Senator District 7","Bill Farmer","95","29.76%"
"LEWISTON 9","State Senator District 7","Cindy Carlson","262","29.76%"
"LEWISTON 9","State Representative District 7 Seat A","Vickie Nostrant","104","29.76%"
"LEWISTON 9","State Representative District 7 Seat A","Kyle N. Harris","256","29.76%"
"LEWISTON 9","State Representative District 7 Seat B","Dustin Hardisty","91","29.76%"
"LEWISTON 9","State Representative District 7 Seat B","Charlie Shepherd","266","29.76%"
"LEWISTON 9","County Commissioner District 1","Hannah Liedkie","324","29.76%"
"LEWISTON 9","County Commissioner District 3","Pete Gertonson","107","29.76%"
"LEWISTON 9","County Commissioner District 3","Joe Gish","249","29.76%"
"LEWISTON 9","County Sheriff","Bryce Scrimsher","327","29.76%"
"LEWISTON 9","County Prosecuting Attorney","Justin J. Coleman","314","29.76%"
"LEWISTON 9","Retain Magistrate Judge Victoria Olds","YES","283","29.76%"
"LEWISTON 9","Retain Magistrate Judge Victoria Olds","NO","39","29.76%"
"LEWISTON 9","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","250","29.76%"
"LEWISTON 9","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","114","29.76%"
"LEWISTON 9","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","108","29.76%"
"LEWISTON 9","Proposition 1","NO, make no change to the current primary and general election voting system.","251","29.76%"
"PECK 29","United States President","Joel Skousen","0","0.00%"
"PECK 29","United States President","Kamala D. Harris","0","0.00%"
"PECK 29","United States President","Chase Oliver","0","0.00%"
"PECK 29","United States President","Donald J. Trump","0","0.00%"
"PECK 29","United States President","Shiva Ayyadurai","0","0.00%"
"PECK 29","United States President","Claudia De la Cruz","0","0.00%"
"PECK 29","United States President","Robert F Kennedy Jr.","0","0.00%"
"PECK 29","United States President","Jill Stein","0","0.00%"
"PECK 29","United States President","Randall Terry","0","0.00%"
"PECK 29","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"PECK 29","United States Representative District 1","Kaylee Peterson","0","0.00%"
"PECK 29","United States Representative District 1","Matt Loesby","0","0.00%"
"PECK 29","United States Representative District 1","Russ Fulcher","0","0.00%"
"PECK 29","State Senator District 6","Julia Parker","0","0.00%"
"PECK 29","State Senator District 6","Dan Foreman","0","0.00%"
"PECK 29","State Representative District 6 Seat A","Trish Carter-Goodheart","0","0.00%"
"PECK 29","State Representative District 6 Seat A","Lori McCann","0","0.00%"
"PECK 29","State Representative District 6 Seat B","Kathy Dawes","0","0.00%"
"PECK 29","State Representative District 6 Seat B","Brandon Mitchell","0","0.00%"
"PECK 29","County Commissioner District 1","Hannah Liedkie","0","0.00%"
"PECK 29","County Commissioner District 3","Pete Gertonson","0","0.00%"
"PECK 29","County Commissioner District 3","Joe Gish","0","0.00%"
"PECK 29","County Sheriff","Bryce Scrimsher","0","0.00%"
"PECK 29","County Prosecuting Attorney","Justin J. Coleman","0","0.00%"
"PECK 29","Retain Magistrate Judge Victoria Olds","YES","0","0.00%"
"PECK 29","Retain Magistrate Judge Victoria Olds","NO","0","0.00%"
"PECK 29","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","0","0.00%"
"PECK 29","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","0","0.00%"
"PECK 29","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"PECK 29","Proposition 1","NO, make no change to the current primary and general election voting system.","0","0.00%"
"RIMROCK 23","United States President","Joel Skousen","0","0.00%"
"RIMROCK 23","United States President","Kamala D. Harris","0","0.00%"
"RIMROCK 23","United States President","Chase Oliver","0","0.00%"
"RIMROCK 23","United States President","Donald J. Trump","0","0.00%"
"RIMROCK 23","United States President","Shiva Ayyadurai","0","0.00%"
"RIMROCK 23","United States President","Claudia De la Cruz","0","0.00%"
"RIMROCK 23","United States President","Robert F Kennedy Jr.","0","0.00%"
"RIMROCK 23","United States President","Jill Stein","0","0.00%"
"RIMROCK 23","United States President","Randall Terry","0","0.00%"
"RIMROCK 23","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"RIMROCK 23","United States Representative District 1","Kaylee Peterson","0","0.00%"
"RIMROCK 23","United States Representative District 1","Matt Loesby","0","0.00%"
"RIMROCK 23","United States Representative District 1","Russ Fulcher","0","0.00%"
"RIMROCK 23","State Senator District 6","Julia Parker","0","0.00%"
"RIMROCK 23","State Senator District 6","Dan Foreman","0","0.00%"
"RIMROCK 23","State Representative District 6 Seat A","Trish Carter-Goodheart","0","0.00%"
"RIMROCK 23","State Representative District 6 Seat A","Lori McCann","0","0.00%"
"RIMROCK 23","State Representative District 6 Seat B","Kathy Dawes","0","0.00%"
"RIMROCK 23","State Representative District 6 Seat B","Brandon Mitchell","0","0.00%"
"RIMROCK 23","County Commissioner District 1","Hannah Liedkie","0","0.00%"
"RIMROCK 23","County Commissioner District 3","Pete Gertonson","0","0.00%"
"RIMROCK 23","County Commissioner District 3","Joe Gish","0","0.00%"
"RIMROCK 23","County Sheriff","Bryce Scrimsher","0","0.00%"
"RIMROCK 23","County Prosecuting Attorney","Justin J. Coleman","0","0.00%"
"RIMROCK 23","Retain Magistrate Judge Victoria Olds","YES","0","0.00%"
"RIMROCK 23","Retain Magistrate Judge Victoria Olds","NO","0","0.00%"
"RIMROCK 23","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","0","0.00%"
"RIMROCK 23","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","0","0.00%"
"RIMROCK 23","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"RIMROCK 23","Proposition 1","NO, make no change to the current primary and general election voting system.","0","0.00%"
"TAMMANY 25","United States President","Joel Skousen","1","43.11%"
"TAMMANY 25","United States President","Kamala D. Harris","52","43.11%"
"TAMMANY 25","United States President","Chase Oliver","0","43.11%"
"TAMMANY 25","United States President","Donald J. Trump","302","43.11%"
"TAMMANY 25","United States President","Shiva Ayyadurai","0","43.11%"
"TAMMANY 25","United States President","Claudia De la Cruz","0","43.11%"
"TAMMANY 25","United States President","Robert F Kennedy Jr.","6","43.11%"
"TAMMANY 25","United States President","Jill Stein","0","43.11%"
"TAMMANY 25","United States President","Randall Terry","0","43.11%"
"TAMMANY 25","United States Representative District 1","Brendan J. Gomez","4","43.11%"
"TAMMANY 25","United States Representative District 1","Kaylee Peterson","47","43.11%"
"TAMMANY 25","United States Representative District 1","Matt Loesby","4","43.11%"
"TAMMANY 25","United States Representative District 1","Russ Fulcher","299","43.11%"
"TAMMANY 25","State Senator District 7","Bill Farmer","45","43.11%"
"TAMMANY 25","State Senator District 7","Cindy Carlson","306","43.11%"
"TAMMANY 25","State Representative District 7 Seat A","Vickie Nostrant","44","43.11%"
"TAMMANY 25","State Representative District 7 Seat A","Kyle N. Harris","307","43.11%"
"TAMMANY 25","State Representative District 7 Seat B","Dustin Hardisty","46","43.11%"
"TAMMANY 25","State Representative District 7 Seat B","Charlie Shepherd","299","43.11%"
"TAMMANY 25","County Commissioner District 1","Hannah Liedkie","311","43.11%"
"TAMMANY 25","County Commissioner District 3","Pete Gertonson","52","43.11%"
"TAMMANY 25","County Commissioner District 3","Joe Gish","299","43.11%"
"TAMMANY 25","County Sheriff","Bryce Scrimsher","335","43.11%"
"TAMMANY 25","County Prosecuting Attorney","Justin J. Coleman","287","43.11%"
"TAMMANY 25","Retain Magistrate Judge Victoria Olds","YES","254","43.11%"
"TAMMANY 25","Retain Magistrate Judge Victoria Olds","NO","36","43.11%"
"TAMMANY 25","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","252","43.11%"
"TAMMANY 25","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","107","43.11%"
"TAMMANY 25","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","63","43.11%"
"TAMMANY 25","Proposition 1","NO, make no change to the current primary and general election voting system.","291","43.11%"
"WEBB 32","United States President","Joel Skousen","0","0.00%"
"WEBB 32","United States President","Kamala D. Harris","0","0.00%"
"WEBB 32","United States President","Chase Oliver","0","0.00%"
"WEBB 32","United States President","Donald J. Trump","0","0.00%"
"WEBB 32","United States President","Shiva Ayyadurai","0","0.00%"
"WEBB 32","United States President","Claudia De la Cruz","0","0.00%"
"WEBB 32","United States President","Robert F Kennedy Jr.","0","0.00%"
"WEBB 32","United States President","Jill Stein","0","0.00%"
"WEBB 32","United States President","Randall Terry","0","0.00%"
"WEBB 32","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"WEBB 32","United States Representative District 1","Kaylee Peterson","0","0.00%"
"WEBB 32","United States Representative District 1","Matt Loesby","0","0.00%"
"WEBB 32","United States Representative District 1","Russ Fulcher","0","0.00%"
"WEBB 32","State Senator District 6","Julia Parker","0","0.00%"
"WEBB 32","State Senator District 6","Dan Foreman","0","0.00%"
"WEBB 32","State Representative District 6 Seat A","Trish Carter-Goodheart","0","0.00%"
"WEBB 32","State Representative District 6 Seat A","Lori McCann","0","0.00%"
"WEBB 32","State Representative District 6 Seat B","Kathy Dawes","0","0.00%"
"WEBB 32","State Representative District 6 Seat B","Brandon Mitchell","0","0.00%"
"WEBB 32","County Commissioner District 1","Hannah Liedkie","0","0.00%"
"WEBB 32","County Commissioner District 3","Pete Gertonson","0","0.00%"
"WEBB 32","County Commissioner District 3","Joe Gish","0","0.00%"
"WEBB 32","County Sheriff","Bryce Scrimsher","0","0.00%"
"WEBB 32","County Prosecuting Attorney","Justin J. Coleman","0","0.00%"
"WEBB 32","Retain Magistrate Judge Victoria Olds","YES","0","0.00%"
"WEBB 32","Retain Magistrate Judge Victoria Olds","NO","0","0.00%"
"WEBB 32","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","0","0.00%"
"WEBB 32","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","0","0.00%"
"WEBB 32","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"WEBB 32","Proposition 1","NO, make no change to the current primary and general election voting system.","0","0.00%"
